"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149 / 주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-02-01 ~ 2024-02-29"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"828","부산광역시 해운대구 반여동","1581-22","1581","0022","홍림센텀아파트","35.8200","202402","18","         8,000","-","4","개인","개인","1991","재반로282번길 83","-","직거래","-","-"
"829","부산광역시 해운대구 반여동","1594-1","1594","0001","보훈","40.6600","202402","24","         5,000","-","1","개인","개인","1979","재반로242번길 41","-","직거래","-","-"
"830","부산광역시 해운대구 반여동","1619","1619","0000","센텀롯데캐슬아파트","59.9675","202402","27","        32,000","-","9","개인","개인","2004","반여로 133","-","중개거래","부산 해운대구","-"
"831","부산광역시 해운대구 반여동","1619","1619","0000","센텀롯데캐슬아파트","59.9675","202402","07","        31,800","-","6","개인","개인","2004","반여로 133","-","중개거래","부산 해운대구","-"
"832","부산광역시 해운대구 반여동","1619","1619","0000","센텀롯데캐슬아파트","59.7601","202402","14","        26,500","-","23","개인","개인","2004","반여로 133","-","중개거래","부산 해운대구","-"
"833","부산광역시 해운대구 반여동","1619","1619","0000","센텀롯데캐슬아파트","59.7601","202402","17","        26,000","-","8","개인","개인","2004","반여로 133","-","중개거래","부산 해운대구","-"
"834","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","84.8000","202402","16","        50,000","-","11","개인","개인","2002","선수촌로 122","-","중개거래","부산 해운대구","-"
"835","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","59.9200","202402","21","        35,900","-","8","개인","개인","2002","선수촌로 122","20240302","중개거래","부산 해운대구","-"
"836","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","59.9200","202402","21","        35,900","-","8","개인","개인","2002","선수촌로 122","-","중개거래","부산 해운대구","-"
"837","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","84.8000","202402","03","        48,000","-","21","개인","개인","2002","선수촌로 122","-","중개거래","부산 해운대구","-"
"838","부산광역시 해운대구 반여동","1638","1638","0000","아시아선수촌아파트","84.8000","202402","03","        47,000","-","3","개인","개인","2002","선수촌로 122","-","중개거래","부산 강서구","-"
"839","부산광역시 해운대구 반여동","1641","1641","0000","센텀롯데캐슬3차아파트","84.9798","202402","03","        40,000","-","6","개인","개인","2005","반여로 83","-","중개거래","부산 해운대구","-"
"840","부산광역시 해운대구 반여동","1641","1641","0000","센텀롯데캐슬3차아파트","59.6231","202402","03","        34,000","-","27","개인","개인","2005","반여로 83","-","중개거래","부산 해운대구","-"
"841","부산광역시 해운대구 반여동","1662","1662","0000","메가센텀한화꿈에그린","100.9973","202402","06","        59,000","-","11","개인","개인","2008","반여로 67","-","중개거래","부산 해운대구","-"
"842","부산광역시 해운대구 반여동","1662","1662","0000","메가센텀한화꿈에그린","100.9973","202402","19","        60,000","-","18","개인","개인","2008","반여로 67","-","중개거래","부산 해운대구","-"
"843","부산광역시 해운대구 반여동","1662","1662","0000","메가센텀한화꿈에그린","129.7490","202402","28","        67,300","-","4","개인","개인","2008","반여로 67","-","중개거래","부산 해운대구","-"
"844","부산광역시 해운대구 반여동","1676","1676","0000","해운대센텀트루엘2단지","59.9663","202402","21","        33,000","-","13","개인","개인","2019","삼어로133번나길 18","-","중개거래","부산 해운대구","-"
"845","부산광역시 해운대구 반여동","1682","1682","0000","해운대센텀트루엘1단지","84.9593","202402","19","        45,400","-","22","개인","개인","2019","삼어로133번나길 17","-","중개거래","부산 해운대구","-"
"846","부산광역시 해운대구 반여동","1682","1682","0000","해운대센텀트루엘1단지","84.9593","202402","14","        41,000","-","12","개인","개인","2019","삼어로133번나길 17","-","직거래","-","-"
"847","부산광역시 해운대구 재송동","139-1","0139","0001","센텀안성타워","82.6900","202402","22","        15,400","-","5","개인","개인","1990","재반로30번길 135","-","중개거래","부산 해운대구","-"
"848","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","84.8420","202402","15","        57,000","-","13","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","-"
"849","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","84.9800","202402","06","        68,500","-","20","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","-"
"850","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","73.4050","202402","04","        57,800","-","21","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","-"
"851","부산광역시 해운대구 재송동","939-2","0939","0002","센텀이편한세상","84.9800","202402","07","        76,000","-","16","개인","개인","2006","해운대로76번길 55","-","중개거래","부산 해운대구","-"
"852","부산광역시 해운대구 재송동","1023","1023","0000","센텀삼익아파트","49.9800","202402","14","        17,400","-","2","개인","개인","1981","해운대로61번가길 6","-","중개거래","부산 해운대구","-"
"853","부산광역시 해운대구 재송동","1023","1023","0000","센텀삼익아파트","49.9600","202402","17","        19,000","-","4","개인","개인","1981","해운대로61번가길 6","-","중개거래","부산 해운대구","-"
"854","부산광역시 해운대구 재송동","1023","1023","0000","센텀삼익아파트","49.9600","202402","21","        17,500","-","7","개인","개인","1981","해운대로61번가길 6","-","중개거래","부산 해운대구","-"
"855","부산광역시 해운대구 재송동","1025-1","1025","0001","센텀협성","50.8800","202402","17","        20,500","-","4","개인","법인","1987","해운대로81번가길 63","-","중개거래","부산 해운대구","-"
"856","부산광역시 해운대구 재송동","1041-3","1041","0003","금호","74.4450","202402","19","        20,000","-","3","개인","개인","2000","재반로 141","-","중개거래","부산 해운대구","-"
"857","부산광역시 해운대구 재송동","1094-4","1094","0004","센텀블루씨","38.8580","202402","12","        12,100","-","2","개인","개인","2000","해운대로 137","-","중개거래","부산 해운대구","-"
"858","부산광역시 해운대구 재송동","1094-4","1094","0004","센텀블루씨","56.4180","202402","16","        18,000","-","2","개인","개인","2000","해운대로 137","-","직거래","-","-"
"859","부산광역시 해운대구 재송동","1182-1","1182","0001","장산동국","59.6400","202402","16","        12,100","-","1","개인","개인","1993","재송2로 91","-","중개거래","부산 해운대구","-"
"860","부산광역시 해운대구 재송동","1182-1","1182","0001","장산동국","84.9500","202402","05","        16,000","-","5","개인","개인","1993","재송2로 91","-","중개거래","부산 해운대구","-"
"861","부산광역시 해운대구 재송동","1196","1196","0000","더샵센텀스타","135.6500","202402","06","       131,000","-","36","개인","개인","2008","센텀동로 123","-","중개거래","부산 해운대구","-"
"862","부산광역시 해운대구 재송동","1196","1196","0000","더샵센텀스타","164.3200","202402","05","       178,000","-","24","개인","개인","2008","센텀동로 123","-","중개거래","부산 해운대구","-"
"863","부산광역시 해운대구 재송동","1197","1197","0000","더샵센텀파크2차","127.4890","202402","08","       126,500","-","48","개인","개인","2005","센텀중앙로 142","-","중개거래","부산 해운대구","-"
"864","부산광역시 해운대구 재송동","1200","1200","0000","더샵센텀파크1차","126.9004","202402","13","       169,000","-","43","개인","개인","2005","센텀중앙로 145","-","중개거래","부산 해운대구","-"
"865","부산광역시 해운대구 재송동","1200","1200","0000","더샵센텀파크1차","84.6389","202402","14","        85,000","-","26","개인","개인","2005","센텀중앙로 145","-","직거래","-","-"
"866","부산광역시 해운대구 재송동","1302","1302","0000","센텀피오레1차","84.9446","202402","02","        40,000","-","16","개인","개인","2005","수영강변대로 382","-","중개거래","부산 연제구 부산 해운대구","-"
"867","부산광역시 해운대구 재송동","1324","1324","0000","센텀협성르네상스타운","84.4011","202402","23","        53,500","-","29","개인","개인","2013","해운대로38번길 60","-","중개거래","부산 해운대구","-"
"868","부산광역시 해운대구 재송동","1355","1355","0000","센텀리슈빌2단지","59.8934","202402","25","        50,000","-","22","개인","개인","2019","해운대로76번길 40","-","중개거래","부산 해운대구","-"
"869","부산광역시 해운대구 재송동","1355","1355","0000","센텀리슈빌2단지","84.9916","202402","07","        64,500","-","10","개인","개인","2019","해운대로76번길 40","-","중개거래","부산 해운대구","-"
"870","부산광역시 해운대구 재송동","1355","1355","0000","센텀리슈빌2단지","84.9916","202402","07","        64,500","-","10","개인","개인","2019","해운대로76번길 40","-","중개거래","부산 해운대구","-"
"871","부산광역시 해운대구 재송동","1360","1360","0000","센텀천일스카이원","69.8968","202402","27","        40,250","-","11","개인","개인","2020","해운대로 265","-","중개거래","부산 해운대구","-"
"872","부산광역시 해운대구 우동","333","0333","0000","협성프라임빌","76.7051","202402","20","        36,200","-","3","개인","개인","2005","우동2로 93","-","중개거래","부산 해운대구","-"
"873","부산광역시 해운대구 우동","450","0450","0000","공작맨션","69.3900","202402","13","        89,000","-","2","개인","개인","1984","우동1로50번길 32","-","중개거래","부산 해운대구","-"
"874","부산광역시 해운대구 우동","763","0763","0000","해운대경동제이드","134.1019","202402","05","       220,000","-","36","개인","개인","2012","해운대해변로 197","-","중개거래","부산 해운대구","-"
"875","부산광역시 해운대구 우동","945","0945","0000","반도보라빌","84.9073","202402","03","        71,500","-","19","개인","개인","2006","해운대로 495","-","중개거래","부산 해운대구","-"
"876","부산광역시 해운대구 우동","974","0974","0000","경동","58.6950","202402","01","        52,000","-","19","개인","개인","1995","해운대해변로 85","-","중개거래","부산 해운대구","-"
"877","부산광역시 해운대구 우동","1100","1100","0000","센텀삼환Nauville","84.8400","202402","03","        69,000","-","11","개인","개인","1996","해운대로 361","-","중개거래","부산 해운대구","-"
"878","부산광역시 해운대구 우동","1100","1100","0000","센텀삼환Nauville","84.8400","202402","02","        66,900","-","4","개인","개인","1996","해운대로 361","-","중개거래","부산 해운대구","-"
"879","부산광역시 해운대구 우동","1102-221","1102","0221","센텀현대","73.3700","202402","17","        38,000","-","11","개인","개인","1999","해운대로469번길 190","-","중개거래","부산 해운대구","-"
"880","부산광역시 해운대구 우동","1104-1","1104","0001","삼호가든맨션","163.9450","202402","08","       165,000","-","3","개인","개인","1985","해운대로349번길 24","-","중개거래","부산 해운대구","-"
"881","부산광역시 해운대구 우동","1105","1105","0000","센텀두산위브","84.9720","202402","02","        70,500","-","15","개인","개인","2014","해운대로383번길 93","-","중개거래","부산 해운대구","-"
"882","부산광역시 해운대구 우동","1228","1228","0000","센텀센시빌","84.9402","202402","17","        51,000","-","6","개인","개인","2003","해운대로 284","-","중개거래","부산 해운대구","-"
"883","부산광역시 해운대구 우동","1228","1228","0000","센텀센시빌","84.9402","202402","28","        53,500","-","13","개인","개인","2003","해운대로 284","-","중개거래","부산 해운대구","-"
"884","부산광역시 해운대구 우동","1407","1407","0000","해운대두산위브더제니스","127.6584","202402","08","       130,000","-","18","개인","개인","2011","마린시티2로 33","-","중개거래","부산 해운대구","-"
"885","부산광역시 해운대구 우동","1410-2","1410","0002","우신골든메르시아","150.2100","202402","17","        83,900","-","15","개인","개인","2010","마린시티3로 46","-","중개거래","부산 해운대구","-"
"886","부산광역시 해운대구 우동","1527","1527","0000","해운대자이1단지","84.5368","202402","06","        89,800","-","20","개인","개인","2013","해운대로 435","-","중개거래","부산 해운대구","-"
"887","부산광역시 해운대구 우동","1536","1536","0000","해운대자이2차1단지","59.8144","202402","19","        67,000","-","11","개인","개인","2018","해운대로469번길 110","-","중개거래","부산 해운대구","-"
"888","부산광역시 해운대구 우동","1536","1536","0000","해운대자이2차1단지","84.7627","202402","09","        86,500","-","4","개인","개인","2018","해운대로469번길 110","-","중개거래","부산 해운대구","-"
"889","부산광역시 해운대구 우동","1543","1543","0000","센텀경동리인","84.5580","202402","21","        59,500","-","3","개인","개인","2018","해운대로469번길 178","-","중개거래","부산 해운대구","-"
"890","부산광역시 해운대구 우동","1549","1549","0000","해운대비스타동원","84.9469","202402","16","        80,000","-","13","개인","개인","2019","해운대로 663","-","중개거래","부산 해운대구","-"
"891","부산광역시 해운대구 우동","1549","1549","0000","해운대비스타동원","84.9483","202402","24","        92,000","-","42","개인","개인","2019","해운대로 663","-","중개거래","부산 해운대구","-"
"892","부산광역시 해운대구 우동","1549","1549","0000","해운대비스타동원","84.9483","202402","15","        87,750","-","42","개인","개인","2019","해운대로 663","-","중개거래","부산 해운대구","-"
"893","부산광역시 해운대구 우동","1559","1559","0000","센텀마티안","69.7086","202402","14","        62,000","-","25","개인","개인","2022","해운대로469번길 181","-","중개거래","부산 부산진구","-"
"894","부산광역시 해운대구 중동","262-1","0262","0001","중동삼정그린코아","59.9700","202402","26","        30,000","-","1","개인","개인","2002","해운대로 777","-","중개거래","부산 해운대구","-"
"895","부산광역시 해운대구 중동","262-1","0262","0001","중동삼정그린코아","59.9700","202402","20","        34,700","-","13","개인","개인","2002","해운대로 777","-","중개거래","부산 해운대구","-"
"896","부산광역시 해운대구 중동","718-6","0718","0006","해운대신시가지경동메르빌","103.3899","202402","01","        58,000","-","15","개인","개인","2005","해운대로774번길 30","-","직거래","-","-"
"897","부산광역시 해운대구 중동","1360","1360","0000","롯데캐슬마린","84.9702","202402","16","        61,800","-","9","개인","개인","2004","중동2로34번길 29","-","중개거래","부산 해운대구","-"
"898","부산광역시 해운대구 중동","1360","1360","0000","롯데캐슬마린","84.9702","202402","01","        63,000","-","17","개인","개인","2004","중동2로34번길 29","-","중개거래","부산 해운대구","-"
"899","부산광역시 해운대구 중동","1360","1360","0000","롯데캐슬마린","84.9702","202402","16","        65,500","-","26","개인","개인","2004","중동2로34번길 29","-","중개거래","부산 해운대구","-"
"900","부산광역시 해운대구 중동","1787","1787","0000","해운대SKVIEW","84.9757","202402","19","        63,000","-","14","개인","개인","2011","좌동순환로468번길 11","-","중개거래","부산 해운대구","-"
"901","부산광역시 해운대구 중동","1788","1788","0000","해운대경남아너스빌","111.4161","202402","04","        86,500","-","14","개인","개인","2012","해운대로 732","-","중개거래","부산 해운대구","-"
"902","부산광역시 해운대구 중동","1788","1788","0000","해운대경남아너스빌","84.9829","202402","04","        78,000","-","21","개인","개인","2012","해운대로 732","-","중개거래","부산 해운대구","-"
"903","부산광역시 해운대구 중동","1793","1793","0000","해운대래미안","101.5938","202402","27","        75,000","-","11","개인","개인","2014","좌동순환로 402","-","직거래","-","-"
"904","부산광역시 해운대구 중동","1793","1793","0000","해운대래미안","84.9843","202402","05","        73,000","-","22","개인","개인","2014","좌동순환로 402","-","중개거래","부산 해운대구","-"
"905","부산광역시 해운대구 중동","1793","1793","0000","해운대래미안","84.9872","202402","05","        77,300","-","10","개인","개인","2014","좌동순환로 402","-","중개거래","부산 해운대구","-"
"906","부산광역시 해운대구 중동","1818","1818","0000","해운대힐스테이트위브","59.9517","202402","17","        53,000","-","16","개인","개인","2015","좌동순환로433번길 30","-","중개거래","부산 해운대구","-"
"907","부산광역시 해운대구 좌동","970","0970","0000","롯데캐슬마스터","84.9560","202402","05","        62,000","-","18","개인","개인","2005","세실로 104","-","중개거래","부산 해운대구","-"
"908","부산광역시 해운대구 좌동","970","0970","0000","롯데캐슬마스터","84.9860","202402","27","        61,000","-","3","개인","개인","2005","세실로 104","-","중개거래","부산 해운대구","-"
"909","부산광역시 해운대구 좌동","1271","1271","0000","신성","57.9000","202402","28","        30,500","-","14","개인","개인","1996","대천로67번길 15","-","중개거래","부산 해운대구","-"
"910","부산광역시 해운대구 좌동","1273","1273","0000","대창","59.9460","202402","06","        28,250","-","2","개인","개인","1996","대천로67번길 7","-","중개거래","부산 해운대구","-"
"911","부산광역시 해운대구 좌동","1282","1282","0000","해운대 센트럴파크","39.9500","202402","03","        19,000","-","13","개인","개인","1998","좌동순환로 118","-","중개거래","부산 해운대구","-"
"912","부산광역시 해운대구 좌동","1286","1286","0000","대림2","59.8160","202402","15","        35,400","-","6","개인","개인","1997","대천로103번길 9","-","중개거래","부산 해운대구","-"
"913","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","84.8800","202402","08","        54,000","-","6","개인","개인","1996","대천로103번길 29","-","중개거래","부산 해운대구","-"
"914","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","115.6400","202402","14","        66,000","-","24","개인","개인","1996","대천로103번길 29","-","중개거래","부산 해운대구","-"
"915","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","115.6400","202402","12","        59,000","-","16","개인","개인","1996","대천로103번길 29","-","중개거래","부산 영도구","-"
"916","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","59.9500","202402","03","        30,400","-","2","개인","개인","1996","대천로103번길 29","-","중개거래","부산 해운대구","-"
"917","부산광역시 해운대구 좌동","1288","1288","0000","대동타운","50.5750","202402","03","        29,000","-","12","개인","개인","1996","대천로103번길 29","-","중개거래","부산 해운대구","-"
"918","부산광역시 해운대구 좌동","1298","1298","0000","건영2","59.5260","202402","03","        33,500","-","3","개인","개인","1997","세실로 126","-","중개거래","부산 해운대구","-"
"919","부산광역시 해운대구 좌동","1298","1298","0000","건영2","59.5260","202402","28","        37,000","-","4","개인","개인","1997","세실로 126","-","중개거래","부산 해운대구","-"
"920","부산광역시 해운대구 좌동","1298","1298","0000","건영2","84.8400","202402","01","        52,000","-","6","개인","개인","1997","세실로 126","20240304","직거래","-","-"
"921","부산광역시 해운대구 좌동","1298","1298","0000","건영2","84.8400","202402","01","        52,000","-","6","개인","개인","1997","세실로 126","-","직거래","-","-"
"922","부산광역시 해운대구 좌동","1298","1298","0000","건영2","84.6400","202402","17","        50,000","-","6","개인","개인","1997","세실로 126","-","중개거래","부산 해운대구","-"
"923","부산광역시 해운대구 좌동","1300","1300","0000","롯데3차","59.6000","202402","23","        30,000","-","3","개인","개인","1997","세실로 138","-","중개거래","부산 해운대구","-"
"924","부산광역시 해운대구 좌동","1300","1300","0000","롯데3차","59.6000","202402","13","        42,800","-","10","개인","개인","1997","세실로 138","-","중개거래","부산 해운대구","-"
"925","부산광역시 해운대구 좌동","1300","1300","0000","롯데3차","59.6000","202402","08","        39,000","-","17","개인","개인","1997","세실로 138","-","중개거래","부산 해운대구","-"
"926","부산광역시 해운대구 좌동","1307","1307","0000","대원","59.7900","202402","08","        29,500","-","1","개인","개인","1998","좌동순환로 252","-","중개거래","부산 해운대구","-"
"927","부산광역시 해운대구 좌동","1307","1307","0000","대원","59.7900","202402","16","        33,500","-","12","개인","개인","1998","좌동순환로 252","-","중개거래","부산 해운대구","-"
"928","부산광역시 해운대구 좌동","1310","1310","0000","화목","134.1900","202402","08","        85,000","-","13","개인","개인","1996","대천로 187","-","중개거래","부산 해운대구","-"
"929","부산광역시 해운대구 좌동","1310","1310","0000","화목","56.3450","202402","15","        43,300","-","11","개인","개인","1996","대천로 187","-","중개거래","부산 해운대구","-"
"930","부산광역시 해운대구 좌동","1310","1310","0000","화목","56.3450","202402","26","        45,500","-","11","개인","개인","1996","대천로 187","-","중개거래","부산 해운대구","-"
"931","부산광역시 해운대구 좌동","1321","1321","0000","벽산1","134.9500","202402","17","        89,000","-","8","개인","개인","1996","대천로 205","-","중개거래","부산 해운대구","-"
"932","부산광역시 해운대구 좌동","1321","1321","0000","벽산1","84.9900","202402","02","        67,500","-","6","개인","개인","1996","대천로 205","-","중개거래","부산 해운대구","-"
"933","부산광역시 해운대구 좌동","1321","1321","0000","벽산1","84.9900","202402","19","        72,000","-","10","개인","개인","1996","대천로 205","-","중개거래","부산 해운대구","-"
"934","부산광역시 해운대구 좌동","1323","1323","0000","한라","60.0000","202402","18","        32,850","-","20","개인","개인","1996","좌동순환로 280","-","중개거래","부산 해운대구","-"
"935","부산광역시 해운대구 좌동","1323","1323","0000","한라","60.0000","202402","08","        34,000","-","9","개인","개인","1996","좌동순환로 280","-","중개거래","부산 해운대구","-"
"936","부산광역시 해운대구 좌동","1331","1331","0000","상록","59.8500","202402","06","        30,500","-","10","기타","기타","1998","세실로 7","-","중개거래","부산 해운대구","-"
"937","부산광역시 해운대구 좌동","1333","1333","0000","대우","59.9460","202402","16","        38,100","-","6","개인","개인","1996","세실로 19","-","중개거래","부산 해운대구","-"
"938","부산광역시 해운대구 좌동","1333","1333","0000","대우","59.9460","202402","08","        35,700","-","15","개인","개인","1996","세실로 19","-","중개거래","부산 해운대구","-"
"939","부산광역시 해운대구 좌동","1333","1333","0000","대우","59.9460","202402","23","        35,000","-","15","개인","개인","1996","세실로 19","-","중개거래","부산 해운대구","-"
"940","부산광역시 해운대구 좌동","1348","1348","0000","코오롱","84.9500","202402","05","        58,000","-","16","개인","개인","1997","대천로 35","-","중개거래","부산 해운대구","-"
"941","부산광역시 해운대구 좌동","1375","1375","0000","경남","58.8040","202402","05","        28,000","-","1","개인","개인","1997","좌동순환로99번길 22","-","중개거래","부산 해운대구","-"
"942","부산광역시 해운대구 좌동","1375","1375","0000","경남","134.4700","202402","20","        58,000","-","11","개인","개인","1997","좌동순환로99번길 22","-","중개거래","부산 해운대구","-"
"943","부산광역시 해운대구 좌동","1394","1394","0000","두산1차아파트","134.9700","202402","13","        55,000","-","9","개인","개인","1996","양운로 182","-","중개거래","부산 해운대구","-"
"944","부산광역시 해운대구 좌동","1413","1413","0000","삼성","164.9100","202402","01","        81,000","-","16","개인","개인","1997","세실로 174","-","중개거래","부산 해운대구","-"
"945","부산광역시 해운대구 좌동","1413","1413","0000","삼성","134.9700","202402","01","        79,000","-","15","개인","개인","1997","세실로 174","-","중개거래","부산 해운대구","-"
"946","부산광역시 해운대구 좌동","1419","1419","0000","롯데4","59.6000","202402","05","        30,500","-","10","개인","개인","1999","좌동순환로217번길 8","-","중개거래","부산 해운대구","-"
"947","부산광역시 해운대구 좌동","1419","1419","0000","롯데4","59.7600","202402","07","        35,000","-","15","개인","개인","1999","좌동순환로217번길 8","-","중개거래","부산 해운대구","-"
"948","부산광역시 해운대구 좌동","1419","1419","0000","롯데4","84.9350","202402","06","        49,500","-","5","개인","개인","1999","좌동순환로217번길 8","-","중개거래","부산 해운대구","-"
"949","부산광역시 해운대구 좌동","1438","1438","0000","대우2","59.9460","202402","14","        32,500","-","6","개인","개인","1998","좌동순환로 275","-","중개거래","부산 해운대구","-"
"950","부산광역시 해운대구 좌동","1438","1438","0000","대우2","134.6400","202402","21","        62,500","-","7","개인","개인","1998","좌동순환로 275","-","중개거래","부산 해운대구","-"
"951","부산광역시 해운대구 좌동","1439","1439","0000","벽산2","84.9900","202402","08","        44,500","-","1","개인","개인","1996","좌동순환로299번길 11","-","중개거래","부산 해운대구","-"
"952","부산광역시 해운대구 좌동","1439","1439","0000","벽산2","59.7300","202402","23","        34,400","-","4","개인","개인","1996","좌동순환로299번길 11","-","중개거래","부산 해운대구","-"
"953","부산광역시 해운대구 좌동","1439","1439","0000","벽산2","59.7300","202402","28","        31,200","-","10","개인","개인","1996","좌동순환로299번길 11","-","중개거래","부산 해운대구","-"
"954","부산광역시 해운대구 좌동","1445","1445","0000","삼환","120.6900","202402","15","        50,500","-","12","개인","개인","1998","좌동순환로299번길 22","-","중개거래","부산 해운대구","-"
"955","부산광역시 해운대구 좌동","1448","1448","0000","경남선경","59.8500","202402","20","        24,000","-","1","개인","개인","1996","청사포로 27","-","중개거래","부산 해운대구","-"
"956","부산광역시 해운대구 좌동","1448","1448","0000","경남선경","133.2950","202402","29","        53,000","-","10","개인","개인","1996","청사포로 27","-","중개거래","부산 해운대구","-"
"957","부산광역시 해운대구 좌동","1448","1448","0000","경남선경","59.8500","202402","06","        28,400","-","13","개인","개인","1996","청사포로 27","-","중개거래","부산 해운대구","-"
"958","부산광역시 해운대구 좌동","1450","1450","0000","SKVIEW","59.9900","202402","01","        25,800","106","8","개인","개인","1998","청사포로 12","-","중개거래","부산 해운대구","24.02.05"
"959","부산광역시 해운대구 좌동","1450","1450","0000","SKVIEW","49.9800","202402","03","        21,000","-","20","개인","개인","1998","청사포로 12","-","중개거래","부산 해운대구","-"
"960","부산광역시 해운대구 좌동","1450","1450","0000","SKVIEW","49.9800","202402","03","        20,500","-","20","개인","개인","1998","청사포로 12","-","중개거래","부산 해운대구","-"
"961","부산광역시 해운대구 좌동","1450","1450","0000","SKVIEW","49.9800","202402","22","        22,500","-","8","개인","개인","1998","청사포로 12","-","중개거래","부산 해운대구","-"
"962","부산광역시 해운대구 좌동","1492","1492","0000","해운대케이씨씨스위첸","128.4070","202402","13","       129,000","-","17","개인","개인","2011","세실로 80","-","중개거래","부산 해운대구","-"
"963","부산광역시 해운대구 좌동","1492","1492","0000","해운대케이씨씨스위첸","128.4070","202402","08","       125,000","-","18","개인","개인","2011","세실로 80","-","중개거래","부산 해운대구","-"
"964","부산광역시 해운대구 좌동","1492","1492","0000","해운대케이씨씨스위첸","128.4070","202402","04","       124,000","-","12","개인","개인","2011","세실로 80","-","중개거래","부산 해운대구","-"
"965","부산광역시 해운대구 송정동","947","0947","0000","해운대송정우림필유아파트","59.9295","202402","27","        33,500","-","19","개인","개인","2015","송정1로8번길 25-78","-","중개거래","부산 해운대구","-"
"966","부산광역시 사하구 괴정동","11-2","0011","0002","괴정한일하나로타운","51.9600","202402","28","        11,000","-","3","개인","개인","1989","오작로 152","-","중개거래","부산 사하구","-"
"967","부산광역시 사하구 괴정동","263-1","0263","0001","경성스마트더블유아파트2차","58.8500","202402","29","        25,000","-","13","개인","개인","2017","낙동대로 182","-","중개거래","부산 사하구","-"
"968","부산광역시 사하구 괴정동","352-34","0352","0034","벽산하이츠타운","56.9400","202402","13","        11,500","-","6","개인","개인","1995","오작로 104","-","중개거래","부산 사하구","-"
"969","부산광역시 사하구 괴정동","554-1","0554","0001","괴정웰메이드홈","44.7488","202402","28","        17,000","-","8","개인","개인","2017","괴정로231번길 19","-","직거래","-","-"
"970","부산광역시 사하구 괴정동","571-8","0571","0008","일동지에닌","69.3000","202402","19","        26,000","-","5","개인","개인","2004","낙동대로 301","-","중개거래","부산 사하구","-"
"971","부산광역시 사하구 괴정동","619-16","0619","0016","괴정경동메르빌","84.9995","202402","26","        18,000","-","11","개인","개인","2006","괴정로244번길 57","-","중개거래","부산 사하구","-"
"972","부산광역시 사하구 괴정동","952-1","0952","0001","괴정협성휴포레아파트","84.8849","202402","12","        48,500","-","6","개인","개인","2016","사하로 183","-","중개거래","부산 사하구","-"
"973","부산광역시 사하구 괴정동","952-1","0952","0001","괴정협성휴포레아파트","84.8849","202402","02","        52,000","-","18","개인","개인","2016","사하로 183","-","중개거래","부산 사하구","-"
"974","부산광역시 사하구 괴정동","952-1","0952","0001","괴정협성휴포레아파트","84.9564","202402","05","        49,300","-","22","개인","개인","2016","사하로 183","-","중개거래","부산 사하구","-"
"975","부산광역시 사하구 괴정동","952-1","0952","0001","괴정협성휴포레아파트","84.9474","202402","02","        50,800","-","26","개인","개인","2016","사하로 183","-","중개거래","부산 사하구","-"
"976","부산광역시 사하구 괴정동","1278","1278","0000","괴정 K스타파크","84.9270","202402","21","        30,500","-","2","개인","개인","2015","사리로70번길 24","-","중개거래","부산 사하구","-"
"977","부산광역시 사하구 괴정동","1284","1284","0000","사하역비스타동원","84.9929","202402","25","        58,900","-","25","개인","개인","2021","낙동대로 280","-","중개거래","부산 사하구","-"
